SB_DEPTH_cm,SECT_NUM_cm,SECT_DEPTH_cm,CORE_THICK_cm,PWAmp,PWVel_m/s,Den_gm/cc,MS,Imp,FP
223,2,85.4,11.096,15,1073.114,1.519,87.2789,1630.024,0.7141
224,2,86.4,11.087,16,1075.364,1.4954,89.3749,1608.061,0.7277
225,2,87.4,11.082,17,1071.76,1.4657,92.8735,1570.904,0.7449
226,2,88.4,11.072,18,1070.793,1.4891,93.7201,1594.547,0.7314
227,2,89.4,11.065,15,1071.152,1.5453,92.474,1655.276,0.6988
228,2,90.4,11.06,16,1070.15,1.5607,93.1696,1670.146,0.6899
229,2,91.4,11.057,15,1069.342,1.5904,93.4455,1700.673,0.6726
230,2,92.4,11.056,13,1069.763,1.6159,94.3873,1728.676,0.6578
231,2,93.4,11.053,15,1071.027,1.5994,97.3757,1712.989,0.6674
232,2,94.4,11.053,20,1071.027,1.6168,99.2006,1731.67,0.6573
233,2,95.4,11.053,18,1068.955,1.6491,99.1369,1762.85,0.6386
234,2,96.4,11.054,18,1070.605,1.6318,102.0608,1747.051,0.6486
235,2,97.4,11.055,17,1068.632,1.6509,102.2631,1764.212,0.6375
236,2,98.4,11.056,18,1070.281,1.6234,103.9702,1737.474,0.6535
237,2,99.4,11.058,19,1070.474,1.6267,102.7529,1741.348,0.6516
238,2,100.4,11.057,19,1071.934,1.5995,102.5933,1714.534,0.6674
239,2,101.4,11.055,15,1070.184,1.6036,100.4536,1716.095,0.665
240,2,102.4,11.051,20,1070.315,1.6517,95.277,1767.875,0.637
241,2,103.4,11.053,21,1071.027,1.6533,95.6076,1770.707,0.6361
242,2,104.4,11.05,19,1069.182,1.6049,100.9787,1715.98,0.6642
243,2,105.4,11.048,18,1068.989,1.657,100.6643,1771.348,0.634
244,2,106.4,11.049,20,1069.603,1.6518,104.2439,1766.773,0.637
245,2,107.4,11.048,19,1070.543,1.6672,105.1665,1784.855,0.628
246,2,108.4,11.049,19,1069.603,1.6699,106.8307,1786.119,0.6265
247,2,109.4,11.051,23,1070.833,1.6722,107.5582,1790.6,0.6252
248,2,110.4,11.05,19,1069.182,1.6674,107.4272,1782.763,0.628
249,2,111.4,11.048,20,1071.062,1.646,106.5255,1762.938,0.6404
250,2,112.4,11.053,23,1071.546,1.629,104.641,1745.582,0.6502
251,2,113.4,11.054,21,1070.605,1.6275,101.8552,1742.434,0.6511
252,2,114.4,11.053,21,1069.473,1.6198,98.5429,1732.288,0.6556
253,2,115.4,11.053,19,1068.955,1.6567,93.5369,1770.986,0.6341
254,2,116.4,11.054,25,1070.087,1.6554,91.2469,1771.464,0.6349
255,2,117.4,11.055,22,1076.96,1.6683,88.6642,1796.676,0.6274
256,2,118.4,11.053,22,1072.066,1.6549,88.0229,1774.157,0.6352
257,2,119.4,11.054,23,1071.643,1.6561,87.4668,1774.782,0.6345
258,2,120.4,11.052,17,1069.376,1.6534,87.6549,1768.137,0.6361
259,2,121.4,11.049,21,1071.678,1.7714,82.7582,1898.326,0.5677
260,2,122.4,11.048,23,1068.989,1.6416,90.267,1754.871,0.6429
261,2,123.4,11.048,22,1068.472,1.6339,92.1202,1745.732,0.6474
262,2,124.4,11.046,23,1070.349,1.6373,95.7641,1752.531,0.6454
263,2,125.4,11.044,22,1070.674,1.6193,96.4031,1733.715,0.6559
264,2,126.4,11.044,23,1069.637,1.6989,93.7115,1817.241,0.6097
265,2,127.4,11.044,22,1068.602,1.6651,97.9504,1779.28,0.6293
266,2,128.4,11.045,24,1068.699,1.6742,98.3158,1789.251,0.624
267,2,129.4,11.047,23,1071.484,1.6644,100.7126,1783.345,0.6297
268,2,130.4,11.047,21,1070.965,1.6539,103.224,1771.318,0.6358
269,2,131.4,11.049,23,1071.158,1.6694,103.1436,1788.217,0.6268
270,2,132.4,11.05,22,1070.736,1.7198,100.997,1841.477,0.5976
271,2,133.4,11.05,23,1070.736,1.7208,101.3909,1842.512,0.597
272,2,134.4,11.05,27,1069.7,1.6737,104.2429,1790.368,0.6243
273,2,135.4,11.05,22,1070.736,1.6737,103.7795,1792.103,0.6243
274,2,136.4,11.049,26,1069.603,1.6631,104.4661,1778.898,0.6304
275,2,137.4,11.049,22,1069.603,1.6851,102.6421,1802.427,0.6177
276,2,138.4,11.049,23,1068.052,1.7008,102.1539,1816.526,0.6086
277,2,139.4,11.048,20,1071.062,1.6631,104.9647,1781.236,0.6305
278,2,140.4,11.048,23,1069.506,1.6879,103.8803,1805.204,0.6161
279,2,141.4,11.047,23,1069.409,1.6737,104.3243,1789.867,0.6243
280,2,142.4,11.045,22,1070.252,1.6633,104.0984,1780.125,0.6304
281,2,143.4,11.043,25,1069.022,1.6201,105.4894,1731.921,0.6554
282,2,144.4,11.039,25,1071.228,1.6684,100.6785,1787.203,0.6274
283,2,145.4,11.055,27,1071.74,1.6576,99.0469,1776.517,0.6336
284,2,146.4,11.116,22,1078.177,1.6673,94.6571,1797.607,0.628
285,2,147.4,11.262,22,1090.223,1.6344,90.3507,1781.882,0.6471
286,2,148.4,11.372,23,1102.472,1.6688,,1839.784,0.6272
287,2,149.4,11.36,23,1099.177,1.6649,,1830.05,0.6294
288,2,150.4,11.378,19,1099.855,1.6014,,1761.261,0.6663
289,3,0.2,11.424,20,1105.37,,,,
290,3,1.2,11.394,18,1103.001,,,,
291,3,2.2,11.348,20,1098.548,,,,
292,3,3.2,11.297,20,1091.498,,,,
293,3,4.2,11.335,17,1107.474,,,,
294,3,5.2,11.25,16,1090.116,1.6169,,1762.575,0.6573
295,3,6.2,11.099,21,1075.484,1.652,,1776.649,0.6369
296,3,7.2,11.05,22,1070.736,1.6397,97.8914,1755.709,0.644
297,3,8.2,11.034,22,1070.223,1.6598,102.7345,1776.387,0.6324
298,3,9.2,11.031,17,1068.895,1.667,105.6429,1781.866,0.6282
299,3,10.2,11.031,18,1069.413,1.6794,106.7193,1795.982,0.621
300,3,11.2,11.03,19,1066.731,1.6885,107.0946,1801.188,0.6157
301,3,12.2,11.029,22,1068.702,1.6868,107.2325,1802.66,0.6167
302,3,13.2,11.026,20,1066.344,1.6694,107.9649,1780.159,0.6268
303,3,14.2,11.029,19,1067.667,1.6795,106.77,1793.123,0.621
304,3,15.2,11.027,20,1067.473,1.6381,108.5704,1748.64,0.6449
305,3,16.2,11.027,23,1068.508,1.673,105.8408,1787.6,0.6247
306,3,17.2,11.031,35,1068.895,1.6926,104.5053,1809.231,0.6133
307,3,18.2,11.034,19,1067.634,1.675,104.5952,1788.251,0.6236
308,3,19.2,11.036,21,1069.38,1.6651,103.2913,1780.622,0.6293
309,3,20.2,11.035,20,1070.32,1.6632,100.6302,1780.111,0.6304
310,3,21.2,11.04,18,1070.286,1.6405,99.5179,1755.825,0.6436
311,3,22.2,11.04,20,1068.215,1.6541,96.3524,1766.904,0.6357
312,3,23.2,11.038,19,1068.021,1.6539,94.0601,1766.411,0.6358
313,3,24.2,11.039,18,1067.601,1.6375,93.5552,1748.166,0.6453
314,3,25.2,11.038,20,1069.056,1.6374,90.7336,1750.462,0.6454
315,3,26.2,11.035,23,1068.248,1.6606,88.1282,1773.938,0.6319
316,3,27.2,11.035,20,1067.731,1.6504,87.2559,1762.227,0.6378
317,3,28.2,11.033,19,1067.537,1.6409,86.386,1751.695,0.6433
318,3,29.2,11.031,19,1068.378,1.635,85.7875,1746.808,0.6467
319,3,30.2,11.032,18,1067.957,1.6244,85.8446,1734.815,0.6529
320,3,31.2,11.029,22,1068.702,1.6208,86.5842,1732.152,0.655
321,3,32.2,11.03,19,1066.731,1.6195,87.5925,1727.599,0.6557
322,3,33.2,11.025,21,1067.28,1.6466,88.1569,1757.435,0.64
323,3,34.2,11.025,23,1066.248,1.6616,89.2399,1771.728,0.6313
324,3,35.2,11.026,22,1067.893,1.6601,90.2397,1772.816,0.6322
325,3,36.2,11.028,22,1069.123,1.66,91.6062,1774.782,0.6322
326,3,37.2,11.027,18,1067.99,1.6607,93.0051,1773.559,0.6319
327,3,38.2,11.03,23,1066.731,1.6646,93.6487,1775.689,0.6296
328,3,39.2,11.033,22,1067.537,1.6574,96.3308,1769.371,0.6337
329,3,40.2,11.034,18,1067.118,1.6806,97.2952,1793.394,0.6203
330,3,41.2,11.038,24,1068.538,1.688,99.9944,1803.688,0.616
331,3,42.2,11.039,22,1068.635,1.6907,102.1096,1806.721,0.6145
332,3,43.2,11.043,19,1067.988,1.683,105.2401,1797.412,0.6189
333,3,44.2,11.047,23,1069.927,1.7009,106.3087,1819.789,0.6086
334,3,45.2,11.055,16,1072.26,1.7251,105.497,1849.748,0.5945
335,3,46.2,11.064,22,1072.093,1.7213,106.3846,1845.361,0.5967
336,3,47.2,11.065,20,1071.671,1.6745,108.8677,1794.493,0.6239
337,3,48.2,11.066,20,1070.213,1.638,110.79,1753.045,0.645
338,3,49.2,11.063,16,1070.958,1.676,108.8279,1794.879,0.623
339,3,50.2,11.041,21,1068.312,1.7434,105.6587,1862.482,0.5839
340,3,51.2,11.03,21,1068.798,1.7368,105.9122,1856.287,0.5877
341,3,52.2,11.026,22,1066.86,1.7108,107.1771,1825.179,0.6028
342,3,53.2,11.018,18,1066.602,1.7082,105.7311,1821.97,0.6043
343,3,54.2,11.02,21,1065.249,1.7374,100.7521,1850.76,0.5874
344,3,55.2,11.023,22,1066.054,1.7338,96.8323,1848.273,0.5895
345,3,56.2,11.028,20,1066.538,1.6591,97.2978,1769.503,0.6328
346,3,57.2,11.04,22,1066.667,1.6433,94.6205,1752.817,0.642
347,3,58.2,11.047,20,1068.892,1.6574,91.7709,1771.595,0.6338
348,3,59.2,11.046,21,1069.313,1.6631,89.6123,1778.401,0.6304
349,3,60.2,11.046,22,1069.83,1.6951,87.0082,1813.426,0.6119
350,3,61.2,11.052,19,1068.342,1.6932,86.0543,1808.907,0.613
351,3,62.2,11.059,20,1071.609,1.6966,84.3573,1818.121,0.611
352,3,63.2,11.058,21,1072.031,1.6961,82.1256,1818.238,0.6113
353,3,64.2,11.061,23,1071.283,1.6567,81.2118,1774.797,0.6342
354,3,65.2,11.061,19,1070.247,1.6819,78.1563,1800.043,0.6196
355,3,66.2,11.063,21,1070.958,1.6703,76.343,1788.867,0.6263
356,3,67.2,11.061,19,1070.247,1.6709,75.4323,1788.251,0.6259
357,3,68.2,11.062,20,1070.343,1.6591,75.4824,1775.804,0.6328
358,3,69.2,11.065,20,1071.152,1.6361,76.9551,1752.542,0.6461
359,3,70.2,11.059,20,1070.571,1.6263,78.4896,1741.106,0.6518
360,3,71.2,11.058,21,1070.474,1.622,82.0613,1736.265,0.6543
361,3,72.2,11.059,21,1072.648,1.6756,82.1828,1797.355,0.6232
362,3,73.2,11.053,19,1069.473,1.6618,85.3238,1777.293,0.6312
363,3,74.2,11.051,19,1070.315,1.6848,84.663,1803.3,0.6178
364,3,75.2,11.051,19,1069.279,1.6691,86.3888,1784.756,0.627
365,3,76.2,11.052,22,1069.376,1.6583,86.931,1773.327,0.6332
366,3,77.2,11.05,22,1069.7,1.651,88.3008,1766.034,0.6375
367,3,78.2,11.051,16,1070.833,1.6416,89.2521,1757.912,0.6429
368,3,79.2,11.053,23,1071.546,1.6609,89.5701,1779.745,0.6317
369,3,80.2,11.048,21,1070.543,1.7252,86.7924,1846.917,0.5944
370,3,81.2,11.046,22,1068.795,1.6934,88.9271,1809.896,0.6129
371,3,82.2,11.048,19,1068.989,1.6543,89.1083,1768.384,0.6356
372,3,83.2,11.041,23,1068.312,1.6514,88.0125,1764.195,0.6372
373,3,84.2,11.035,21,1067.731,1.6285,86.997,1738.81,0.6505
374,3,85.2,11.033,19,1067.537,1.6072,86.2578,1715.742,0.6629
375,3,86.2,11.031,21,1067.86,1.6403,84.0878,1751.566,0.6437
376,3,87.2,11.028,20,1067.054,1.661,83.1038,1772.337,0.6317
377,3,88.2,11.021,18,1065.346,1.6374,85.4063,1744.402,0.6454
378,3,89.2,11.022,23,1067.506,1.6761,84.3457,1789.233,0.6229
379,3,90.2,11.017,22,1066.505,1.6608,87.1174,1771.216,0.6318
380,3,91.2,11.015,19,1067.345,1.6622,88.9688,1774.17,0.631
381,3,92.2,11.015,22,1066.312,1.691,89.3034,1803.184,0.6142
382,3,93.2,11.017,21,1067.022,1.746,88.2418,1862.974,0.5824
383,3,94.2,11.019,20,1067.733,1.7088,91.9457,1824.503,0.604
384,3,95.2,11.02,22,1066.796,1.7079,93.3416,1821.97,0.6045
385,3,96.2,11.025,23,1066.763,1.7,94.5746,1813.449,0.6091
386,3,97.2,11.027,22,1067.473,1.6902,95.0739,1804.193,0.6148
387,3,98.2,11.028,20,1067.054,1.6675,95.4069,1779.28,0.6279
388,3,99.2,11.031,21,1069.413,1.6446,95.237,1758.764,0.6412
389,3,100.2,11.032,23,1067.957,1.6597,92.9403,1772.453,0.6324
390,3,101.2,11.03,24,1066.731,1.6637,91.3584,1774.698,0.6301
391,3,102.2,11.028,19,1068.087,1.6566,90.8566,1769.356,0.6342
392,3,103.2,11.031,23,1069.413,1.6621,90.9509,1777.51,0.631
393,3,104.2,11.027,21,1067.99,1.6714,91.4762,1784.988,0.6257
394,3,105.2,11.025,23,1065.217,1.6637,93.3497,1772.241,0.6301
395,3,106.2,11.025,23,1066.763,1.6988,91.8843,1812.179,0.6098
396,3,107.2,11.022,21,1067.506,1.7481,89.3595,1866.124,0.5811
397,3,108.2,11.021,23,1065.861,1.7719,87.7443,1888.546,0.5674
398,3,109.2,11.02,21,1067.829,1.6841,91.4097,1798.378,0.6182
399,3,110.2,11.017,22,1067.022,1.6874,90.8389,1800.527,0.6163
400,3,111.2,11.01,23,1065.828,1.6425,93.0176,1750.59,0.6424
401,3,112.2,11.01,22,1066.344,1.6753,90.2575,1786.485,0.6234
402,3,113.2,11.01,21,1064.797,1.6843,89.3142,1793.394,0.6182
403,3,114.2,11.012,21,1066.537,1.6585,91.1261,1768.862,0.6331
404,3,115.2,11.013,21,1067.151,1.6379,92.7263,1747.898,0.6451
405,3,116.2,11.016,22,1065.893,1.684,91.0449,1795.014,0.6183
406,3,117.2,11.018,22,1068.153,1.6927,93.3032,1808.082,0.6133
407,3,118.2,11.022,23,1067.506,1.6366,98.7907,1747.051,0.6458
408,3,119.2,11.025,23,1066.763,1.7259,96.7702,1841.13,0.594
409,3,120.2,11.026,21,1068.411,1.748,99.9874,1867.554,0.5812
410,3,121.2,11.027,19,1066.441,1.702,107.243,1815.113,0.6079
411,3,122.2,11.029,22,1067.15,1.7453,109.8916,1862.482,0.5828
412,3,123.2,11.032,21,1066.925,1.7343,115.8932,1850.354,0.5892
413,3,124.2,11.032,21,1067.957,1.7854,118.6835,1906.742,0.5595
414,3,125.2,11.032,19,1067.957,1.8295,121.7835,1953.848,0.5339
415,3,126.2,11.03,21,1068.281,1.7921,130.4822,1914.428,0.5556
416,3,127.2,11.03,22,1067.764,1.8353,134.6259,1959.699,0.5306
417,3,128.2,11.029,20,1069.738,1.8233,142.8214,1950.412,0.5376
418,3,129.2,11.028,23,1067.054,1.8323,149.3915,1955.129,0.5323
419,3,130.2,11.029,20,1067.15,1.7698,160.3501,1888.659,0.5686
420,3,131.2,11.028,21,1067.57,1.9072,153.7441,2036.075,0.4889
421,3,132.2,11.029,21,1067.667,1.9607,153.8816,2093.417,0.4578
422,3,133.2,11.027,18,1066.957,1.9461,158.7293,2076.371,0.4663
423,3,134.2,11.029,21,1068.702,1.9342,162.8457,2067.08,0.4732
424,3,135.2,11.031,19,1067.86,1.9493,163.8978,2081.597,0.4644
425,3,136.2,11.031,19,1069.413,1.9224,168.2174,2055.863,0.48
426,3,137.2,11.035,20,1067.731,1.9523,167.068,2084.518,0.4627
427,3,138.2,11.037,19,1069.995,1.9457,168.7456,2081.905,0.4665
428,3,139.2,11.039,20,1067.086,1.9358,169.5221,2065.668,0.4723
429,3,140.2,11.042,21,1069.443,1.9556,167.2799,2091.39,0.4608
430,3,141.2,11.043,21,1069.022,1.9438,168.2501,2077.978,0.4676
431,3,142.2,11.042,21,1068.925,1.9831,164.5659,2119.806,0.4448
432,3,143.2,11.043,21,1070.058,1.9637,164.1748,2101.243,0.4561
433,3,144.2,11.042,23,1071.519,1.9875,159.5141,2129.609,0.4423
434,3,145.2,11.045,19,1069.216,1.9497,157.702,2084.619,0.4642
435,3,146.2,11.175,18,1079.71,1.9549,145.2153,2110.776,0.4612
436,3,147.2,11.369,19,1100.048,1.9508,129.0645,2145.928,0.4636
437,3,148.2,11.355,17,1100.824,1.9381,116.2905,2133.462,0.471
438,3,149.2,11.314,17,1094.727,1.9276,101.1989,2110.144,0.4771
439,3,150.2,11.389,17,1101.984,,,,